Auteur	Total De Tokens	Occurrences du Mot	Fréquence Relative	Date	Titre	
Rigoley de Juvigny, Jean-Antoine	127399	0	0.0	1772	Éloge de Racine // Discours sur le progrès des lettres en France , par M. Rigoley de Juvigny,...	
Weiss, Jean-Jacques (1827-1891)	6063338	32	5.277621E-6	1892	Petits mémoires du XIXe siècle / Philibert Audebrand // L’anarchie littéraire // Nouvelle série. Théâtre contemporain, 1870-1883 / J. Barbey d'Aurevilly // Les soirées de Calibangrève / par Émile Bergerat (Caliban) ; ill. par Maurice de Lambert // Un Hollandais à Paris en 1891 : sensations de littérature et d'art / W. G. C. Byvanck ; préface d'Anatole France // Portraits historiques et littéraires... / Edmond Biré // Goethe et Beethoven, par Henri Blaze de Bury // Saint-Simon / par Gaston Boissier... // Salons.... Tome II. 1872-1879 / Castagnary ; avec une préf. de Eugène Spuller... // L'art et la nature (2e édition) / par Victor Cherbuliez,... // Portraits d'écrivains : Alexandre Dumas fils, Émile Augier, Victorien Sardou, Octave Feuillet, Edmond et Jules de Goncourt, Émile Zola, Alphonse Daudet, J.-J. Weiss / René Doumic // Théâtre au XVIIe siècle. La comédie... // La vie littéraire // Journal des Goncourt, tome VI (1878-1884) // Le latin mystique, les poètes de l'antiphonaire et la symbolique au moyen âge, miniature de Filiger / par Remy de Gourmont ; préface de J.-K. Huysmans // Fénelon / par Paul Janet,... // Histoire abrégée de la littérature française, depuis ses origines jusqu'à Malherbe / par Vor Jeanroy-Félix // De l'élément psychique dans le rythme et de ses rapports avec l'élément phonique : études de rythmique et d'esthétique / par Raoul de La Grasserie,... // Boileau // Impressions de théâtre // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Le Théâtre en France, histoire de la littérature dramatique, depuis ses origines jusqu'à nos jours, par L. Petit de Julleville,... // Histoire littéraire de la France. T. XVI, XIIIe siècle / [Par dom Brial, Daunou, Amaury Duval, Ginguené, de Pastoret et Petit-Radel] ; ouvrage commencé par des religieux Bénédictins de la Congrégation de Saint-Maur et continué par des membres de l'Institut... // Les Idées morales du temps présent // Victor Hugo / par Paul de Saint-Victor // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // Sur Goethe : études critiques de littérature allemande / J.-J. Weiss ; avec une préface de Francisque Sarcey // Trois années de théâtre, 1883-1885. A propos de théâtre / par J.-J. Weiss // Trois années de théâtre, 1883-1885. Autour de la Comédie française / par J.-J. Weiss // Trois années de théâtre, 1883-1885. Le drame historique et le drame passionnel / par J.-J. Weiss	
Damiens de Gomicourt, Augustin-Pierre (1723-1790)	101655	0	0.0	1771	Essai sur la poesie lyri-comique , par Jerome Carre	
Daudet, Léon (1867-1942)	2412213	1	4.145571E-7	1939	Histoire de la langue française, des origines à 1900. Tome IV, La langue classique (1660-1715). Première partie (3e édition) / Ferdinand Brunot,... // Histoire de la langue française, des origines à 1900. Tome IV, La langue classique (1660-1715). Deuxième partie (2e édition) / Ferdinand Brunot,... // Histoire de la langue française, des origines à 1900. 10, 1, La langue classique dans la tourmente / Ferdinand Brunot,... // Mes idées esthétiques ([2e éd.]) / Léon Daudet,...	
Ricord, Alexandre (dit Alexandre Ricord fils, ou Pavot Ricord fils, puis Alexandre Ricord aîné)	542450	0	0.0	1818	Élémens de l'histoire de la littérature française, jusqu'au milieu du XVIIe siècle / par A. Charbonnières... // Nouveau supplément au Cours de littérature de M. de La Harpe ; contenant 1° l'éloge de Voltaire ; 2° la réfutation des lettres de feu M. Ginguené sur les Confessions de J.-J. Rousseau ; 3° la réfutation des principes de J.-J. Rousseau sur la souveraineté nationale ; 4° la lettre de M. Sélis... sur le Collège de France avec la réponse de M. de La Harpe... 5° l'examen de plusieurs assertions hasardées par M. de La Harpe, dans sa philosophie du XVIIIe siècle, par M.. [Publié par A.-A. Barbier.] // D'une opinion de M. de Châteaubriand dans le “Conservateur”, par M. Lemercier,... // Guerre à qui la cherche, ou Petites lettres sur quelques-uns de nos grands écrivains, par un ami de tout le monde, ennemi de tous les partis [Charles Loyson] // Seconde campagne de Guerre à qui la cherche, ou Suite des Petites lettres sur quelques-uns de nos grands écrivains, par M. Ch. Loyson // La chronique indiscrète. Tome 1 / . Boudoirs, coulisses, bruits de ville, variétés, écrits, gravures, musique, spectacles // La chronique indiscrète. Tome 2 / . Boudoirs, coulisses, bruits de ville, variétés, écrits, gravures, musique, spectacles // Quelques réflexions sur l'art théâtral, sur les causes de sa décadence, et sur les moyens à employer pour ramener la scène française à son ancienne splendeuré . Quatrième édition, augmentée d'un projet de comité de lecture dramatique et d'un aperçu sur le commencement des théâtres des différentes nations... et sur l'état actuel de la scène française. Par Ricord aîn	
Peignot, Gabriel (1767-1849)	956405	9	9.41024E-6	1817	J.-Jacques Rousseau dévoilé, ou Réfutation de son “Discours” contre les sciences et les lettres / par M. l'abbé Aillaud,... // Almanach critique et littéraire de Paris // Observations critiques sur l'ouvrage intitulé : “Le génie du christianisme” ; par M. de Chateaubriand . Pour faire suite au Tableau de la littérature française, par M. J. de Chénier // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 1 // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 2 // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 3,Partie 3,Section 1 // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 4,Partie 3,Section 2 // Recherches sur les ouvrages de Voltaire , contenant : 1° des réflexions générales sur ses écrits ; 2° une notice raisonnée des différentes éditions de ses oeuvres... depuis 1732... 3° le détail des condamnations juridiques qu'ont encourues la plupart de ses écrits ; et 4° l'indication... des principaux ouvrages où l'on a combattu ses principes dangereux, par J. J. E. G... avocat...	
Thibaudet, Albert (1874-1936)	1485334	15	1.0098739E-5	1938	Le plaisir du théâtre (3e éd.) / André Bellessort,... // Les carnets de Joseph Joubert / Joseph Joubert ; textes recueillis sur les manuscrits autographes par André Beaunier ; préf. de Mme André Beaunier et de M. André Bellessort // Rimbaud . [Nouvelle édition.] // Réflexions sur le roman	
Scoppa, Antonio	197602	0	0.0	1816	Vie de Montesquieu / (Signé : L.-S. Auger) // Des beautés poétiques de toutes les langues, considérées sous le rapport de l'accent et du rhythme . Ouvrage qui a été couronné par la 2e classe de l'Institut de France,... par l'abbé Ant. Scoppa,...	
Reynier, Gustave (1859-1937)	603178	1	1.6578854E-6	1937	Les “Catilinaires” de Cicéron : étude et analyse / par H. Bornecque,... // La publication de “La terre” / Maurice Le Blond // Autour du Romantisme // Madame Du Deffant (3e mille) / Gaston Rageot // Les femmes savantes de Molière : étude et analyse / par Gustave Reynier,...	
Rémusat, Abel (1788-1832)	197007	8	4.0607694E-5	1815	Examen critique des débuts qui ont eu lieu cette année au théâtre-français // Rêveries de M. de Chateaubriant, ou Examen critique d'un libelle intitulé : De Buonaparte et des Bourbons . Par M. Bail,... // Essai sur la poésie et les poètes français aux XIIe, XIIIe et XIVe siècles, par M. Benoiston-de-Chateauneuf // Rapport historique sur l'état et les progrès de la littérature depuis 1789, rédigé par M. de Chénier // Discours prononcé au Collège royal de France, à l'ouverture du cours de langue et de littérature sanskrite , par M. A.-L. Chézy,... le lundi 16 janvier 1815 // Programme du cours de langue et de littérature chinoises et de tartare-mandchou ; précédé du Discours prononcé à la première séance de ce cours... le 16 janvier 1815. Par M. Abel-Rémusat,...	
Thibaudet, Albert (1874-1936)	1055164	17	1.611124E-5	1936	Autour de l'humanisme : d'Erasme à Pascal ([3e éd.]) / Henri Bremond,... ; Préface de Georges Goyau,... // Réflexions sur la littérature	
Cabanès, Augustin (1862-1928)	613842	0	0.0	1935	Les pièces de théâtre : manuel pratique à l'usage des honnêtes gens qui vont au théâtre ou qui écoutent les pièces de théâtre à la T.S.F. (3e éd. revue et mise à jour) // Grands névropathes. III, Hoffmann, Heine, Swift, Quincey, Coleridge, Cooper, Tennyson, Chopin, Gogol, Gontcharov, Lermontov, Dostoïevsky... / Dr Cabanès ; [avertissement de Bl.-A. Cabanès]	
Le Prevost, Auguste (1787-1859)	2544265	12	4.71649E-6	1814	Lettre de Diderot au sujet des observations du chevalier de Chastellux sur le traité du mélodrame // Cours de littérature dramatique (2e éd.) [I] // Cours de littérature dramatique (2e éd.) [II] // Cours de littérature dramatique (2e éd.) [III]. Théâtre-Français // Essai sur les romances historiques du moyen âge	
Staël-Holstein, Germaine de (1766-1817)	163910	3	1.8302728E-5	1813	Tableau de la littérature française pendant le dix-huitième siècle // Réflexions sur le suicide	
Lanson, Gustave (1857-1934)	2026026	2	9.871542E-7	1934	Athènes et son théâtre : cours professé à la Société des conférences (2e éd.) / André Bellessort // Histoire de la langue française, des origines à 1900. 8, 1-3, Le français hors de France au XVIIIe siècle / Ferdinand Brunot // La Comédie-Française. Année 1927 [-année 1934]. 1er janvier 1927-31 décembre 1932. - 1934. (5 mai.), XII-464 p. avec ill. [4349] / Édouard Champion // La Comédie-Française. Année 1927 [-année 1934]. Années 1933 et 1934. -1935, 491 p., couv. ill. / Édouard Champion // Oeuvre dramatique de Saint-Georges de Bouhélier	
Zyromski, Ernest (1862-1933)	1272934	2	1.5711734E-6	1933	“La vie de Jésus” d'Ernest Renan / Antoine Albalat // Histoire de la langue française des origines à 1900. Tome I, De l'époque latine à la Renaissance (4e édition revue et augmentée) / Ferdinand Brunot,... // Vie et les lettres de William Cowper . Tome deuxième. [Tome troisième.] // De mon temps… // Les “poèmes barbares” de Leconte de Lisle / Joseph Vianey // Le message oriental / Ernest Zyromski	
Lebrun-Tossa, Jean Antoine (1760-1837)	261387	9	3.4431705E-5	1812	Les critiques . 3e satire de Bertrand,... // Histoire de la littérature espagnole. Tome 1 / , traduite de l'allemand de M. Bouterwek,... par le traducteur des lettres de Jean Muller // Histoire de la littérature espagnole. Tome 2 / , traduite de l'allemand de M. Bouterwek,... par le traducteur des lettres de Jean Muller // Essai sur la comédie , suivi d'analyses du Misanthrope et du Tartufe, extraites d'un commentaire sur Molière, que l'auteur se propose de publier, par A.-J. Cassé de Saint-Prosper // Mes révélations sur M. Étienne, “les Deux Gendres” et “Conaxa”, par M. Lebrun-Tossa	
Laurès, Antoine de (1708?-1779)	22389	0	0.0	1779	Lettre du chevalier de Laurès aux messieurs qui doivent concourir cette année pour le prix de poésie de l'Académie française . Suivie d'une réponse de Corneille	
Ginguené, Pierre-Louis (1748-1816)	109462	0	0.0	1791	De l'Autorité de Rabelais dans la révolution présente et dans la constitution civile duclergé, ou Institutions royales, politiques et ecclésiastiques, tirées de Gargantua et de Pantagruel. [Par P.-L. Ginguené.] // Lettres sur les Confessions de J.-J. Rousseau, par M. Ginguené	
Grimod de La Reynière, Alexandre-Balthazar-Laurent (1758-1837)	25301	0	0.0	1790	Les miniatures, ou Recherches sur les trois grands spectacles... / [par Grimod de la Reynière]	
Serpe, Charles-Thomas (1720-1809)	140777	0	0.0	1789	Réponse aux Lettres sur le caractère et les ouvrages de J.-J. Rousseau , bagatelle que vingt libraires ont refusé de faire imprimer // De la liberté du théâtre en France ([Reprod.]) / par M. J. de Chénier // Chefs-d'oeuvre de Crébillon // Réponse à la Réponse de M. de Champcenetz, au sujet de l'ouvrage de Mme la B. de S sur Rousseau // Analyses et critiques des ouvrages de M. de Voltaire : avec plusieurs anecdotes intéressantes et peu connues qui le concernent depuis 1762 jusqu'à sa mort... ([Reprod.])	
Saint-Marc Girardin (1801-1873)	48502	0	0.0	1822	Lettres inédites de l'abbé Morellet,... sur l'histoire politique et littéraire des années 1806 et 1807, pour faire suite à ses Mémoires... // Éloge de Lesage, par M. St-Marc Girardin...	
Gail, Jean-Baptiste (1755 — 1829)	163642	0	0.0	1821	Coup d'oeil sur les théâtres de Paris // Observations sur les quatre dernières fables de La Fontaine restées jusqu'ici sans commentaire ; par MM. Sélis, Delille et La Harpe recueillies par J.-B. Gail. Avec spécimen des écritures de La Fontaine et de ses commentateurs Delille, Sélis, Chamfort et La Harpe, pour servir de suite à l'ouvrage de J.-B. Gail intitulé : les Trois Fabulistes et à toutes les éditions in-8° de La Fontaine	
Carbon de Flins Des Oliviers, Claude-Marie-Louis-Emmanuel (1757-1806)	14376	0	0.0	1788	Dialogue entre l'auteur et un frondeur ; sur les ennemis des lettres et les faiseurs de libelles anonymes	
Gillet, Louis (1876-1943)	22560	0	0.0	1942	Claudel présent	
Rigoley de Juvigny, Jean-Antoine	245527	1	4.072872E-6	1787	Remarques sur la Grammaire françoise de M. de Wailly ; suivies de quelques vers tant latins que françois / par M. d'Açarq,... // Lettre à M. le Mis de Ximenès, sur l'influence de Boileau en littérature / (Signé : le chevalier de [M. de Cubières-Palmézeaux]) // De la décadence des lettres et des moeurs, depuis les Grecs et les Romains jusqu'à nos jours . Par M. Rigoley de Juvigny,... Seconde édition	
Staël-Holstein, Germaine de (1766-1817)	627906	3	4.7777853E-6	1820	Oeuvres complètes de Jacques-Henri-Bernardin de Saint-Pierre. Essai / , mises en ordre et précédées de la vie de l'auteur, par L. Aimé-Martin // De la Liberté des théâtres dans ses rapports avec la liberté de la presse, à l'occasion de l'analyse de la “Démence de Charles VI”, tragédie de M. Lemercier,. [Signé : A. Métral.] // Oeuvres complètes de Mme la baronne de Staël. Tome 1 / , publiées par son fils ; précédées d'une notice sur le caractère et les écrits de Mme de Staël, par Mme Necker de Saussure... // Oeuvres complètes de Mme la baronne de Staël. Tome 10 / , publiées par son fils ; précédées d'une notice sur le caractère et les écrits de Mme de Staël, par Mme Necker de Saussure... // Oeuvres complètes de Mme la baronne de Staël. Tome 11 / , publiées par son fils ; précédées d'une notice sur le caractère et les écrits de Mme de Staël, par Mme Necker de Saussure...	
Gillet, Louis (1876-1943)	37808	0	0.0	1941	Deux poètes paysans : Lamartine et Charles Péguy , par Louis Gillet,...	
La Morlière, Jacques Rochette de (1719-1785)	67877	0	0.0	1786	Essai poétique sur quelques pièces du théâtre italien, hommage à Madame Dugazon, par M. Bonnet // Chefs-d'oeuvre de T. Corneille. [1] // Le misanthrope ; et les conseils du chevalier de La Morlière à un jeune littérateur qu'il avait adopté pour fils, ou Étrennes aux journalistes	
Hazard, Paul (1878-1944)	249151	6	2.4081783E-5	1940	Quatre études	
Rivarol, Antoine de (1753-1801)	114926	1	8.701251E-6	1785	Lorgnette philosophique trouvée par un R. P. capucin sous les arcades du Palais-royal, et présentée au public par un célibataire.... Partie 1 // Lorgnette philosophique trouvée par un R. P. capucin sous les arcades du Palais-royal, et présentée au public par un célibataire.... Partie 2 // De la vie et des poëmes de Dante	
Grimod de La Reynière, Alexandre-Balthazar-Laurent (1758-1837)	73002	0	0.0	1784	Réflexions philosophiques sur le plaisir ; par Un célibataire. Troisième édition	
Le Blanc de Guillet, Antoine (1730-1799)	68964	0	0.0	1783	Éloge de Voltaire , suivi de Poésies diverses // Discours en vers, sur la nécessité du dramatique et du pathétique en tout genre de poésie, par M. Le Blanc	
Friedel, Adrien Chrétien (1753-1786)	1992782	3	1.5054331E-6	1782	Histoire littéraire de la ville d'Amiens... par l'abbé Daire,... // Essai sur les règnes de Claude et de Néron et sur la vie et les ecrits de Sénèque pour servir d’introduction à la lecture de ce philosophe (1778-1782) // Plan d’une université pour le gouvernement de Russie ou d’une éducation publique dans toutes les sciences // Nouveau théâtre allemand . Par MM. Friedel et de Bonneville	
Villemain, Abel-François (1791-1870)	2797897	68	2.4303969E-5	1829	Les rhéteurs latins, ou Analyse raisonnée des ouvrages de Cicéron, de Quintilien et de Tacite, sur l'art oratoire ,... par J.-A. Amar,... // L'Echo du canon d'alarme de M. Baour-Lormian ou Epitre à quelques [...], par M // Les souvenirs et les regrets du vieil amateur dramatique, ou Lettres d'un oncle à son neveu sur l'ancien Théâtre français... // Notice biographique et littéraire sur... Gaillard / [Par L. S. Auger] // Canon d'alarme, par P.-M.-L. Baour-Lormian,... // Mélanges de littérature et de politique , par M. Benjamin Constant // Le Coup de pistolet chargé à poudre , dialogue entre un vieux classique et un jeune romantique, par l'Ermite en Russie // Les Nouveaux martyrs, satire par P.-M.-L. Baour-Lormian,... // Avis aux propagateurs des nouvelles doctrines littéraires ; poème lu à l'Académie française dans une de ses séances extraordinaires, par M. le Vte Le Prévost d'Iray,... // Walstein , tragédie en 5 actes, par P.-Ch. Liadières... // Du Marasme dramatique en 1819, par J.-T. Merle // Observations philologiques et grammaticales sur le “Roman de Rou” et sur quelques règles de la langue des trouvères au douzième siècle, par M. Raynouard,... // Histoire de la littérature ancienne et moderne. T1 / , par F. Schlegel, traduite de l'allemand, sur la dernière édition, par William Duckett... // Histoire de la littérature ancienne et moderne. T2 / , par F. Schlegel, traduite de l'allemand, sur la dernière édition, par William Duckett... // Tableau de la littérature du moyen âge I // Mélanges philosophiques, historiques et littéraires, par M. Villemain... 4e édition. I. Éloge de Montaigne. Discours sur les avantages et les inconvénients de la critique. Éloge de Montesquieu. Discours prononcé dans l'Académie française, le 28 juin 1821, par M. Villemain succédant à M. de Fontanes. Discours prononcé à la réception de M. Dacier. Essai sur l'oraison funèbre. Discours prononcé à l'ouverture du cours d'éloquence française en décembre 1822. Essai historique sur Milton. De Pascal considéré comme écrivain et comme moraliste // Mélanges philosophiques, historiques et littéraires, par M. Villemain... 4e édition. II. Notice sur Fénelon. De Symmaque. Vie de L'Hôpital. Discours d'ouverture du cours d'éloquence française, novembre 1824. Essai littéraire sur Shakspeare. Du Poème de Lucrèce. Du Polythéisme dans le premier siècle de notre ère. De la Philosophie stoïque et du christianisme // Mélanges philosophiques, historiques et littéraires, par M. Villemain... 4e édition. III. Tableau de l'éloquence chrétienne dans le IVe siècle. Des Pères de l'Église grecque. Saint Jean Chrysostome. Synésius. Des Pères de l'Église latine. Saint Ambroise. Saint Jérôme, saint Paulin. Saint Augustin. De Plutarque et de ses ouvrages. Tibère. De la Corruption des lettres romaines sous l'Empire. De l'Empereur Julien. Essai sur la vie et les ouvrages de Pope. D'un fragment d'Hérodote traduit par M. Courrier. Discours prononcé à la réception de M. Fourier succédant à M. Lemontey	
Maury, Jean-Sifrein (1746-1817)	1884006	5	2.6539194E-6	1828	Mélanges philosophiques et littéraires. Tome 1 / , par M. Auger,... // Mélanges philosophiques et littéraires. Tome 2 / , par M. Auger,... // Introduction à l’histoire de la philosophie // Examen critique d'“Olga ou l'Orpheline moscovite”, tragédie en 5 actes et en vers, et résumé des débats entre le classique et le romantique, par C. Farcy // Mélanges de philosophie, d'histoire et de littérature. Tome 1 / , par M. Ch.-M. de Féletz,... // Mélanges de philosophie, d'histoire et de littérature. Tome 2 / , par M. Ch.-M. de Féletz,... // Mélanges de philosophie, d'histoire et de littérature. Tome 3 / , par M. Ch.-M. de Féletz,... // Essai sur l'éloquence de la chaire, panégyriques, éloges et discours. Tome 1 / , par le cardinal Jean-Sifrein Maury. Seule édition publiée sur les manuscrits autographes de l'auteur par Louis-Sifrein Maury, son neveu // Essai sur l'éloquence de la chaire, panégyriques, éloges et discours. Tome 2 / , par le cardinal Jean-Sifrein Maury. Seule édition publiée sur les manuscrits autographes de l'auteur par Louis-Sifrein Maury, son neveu // Essai sur l'éloquence de la chaire, panégyriques, éloges et discours. Tome 3 / , par le cardinal Jean-Sifrein Maury. Seule édition publiée sur les manuscrits autographes de l'auteur par Louis-Sifrein Maury, son neveu	
France, Anatole (1844-1924)	542531	1	1.8432127E-6	1949	La vie littéraire	
La Motte, Antoine Houdar de (1672-1731)	65839	0	0.0	1707	Discours sur la poésie	
Vico, Giambattista (1668-1744)	1079706	2	1.8523561E-6	1827	Essai critique sur le théâtre français , publié, d'après des notes anglaises, par M. Eugène Chapus // Souvenirs du théâtre anglais à Paris , dessinés par MM. Devéria et Boulanger, avec un texte par M. Moreau // La guerre des classiques et des romantiques , poême héroï-comique en trois chants, par M. P. G. // Éloge de Bossuet, discours... par M. Saint-Marc Girardin,... // Oeuvres complètes de Vauvenargues , précédées d'une notice sur sa vie et ses ouvrages et accompagnées des notes de Voltaire, Morellet et Suard. Nouvelle édition... // Principes de la philosophie de l’histoire (trad. Michelet)	
Scott, Walter (1771-1832)	1060258	2	1.8863333E-6	1826	Dialogue sur le Charles VI de M. Népomucène Lemercier, et celui de M. de La Ville de Mirmont. Par Ch.-P. // Observations sur la nature de la propriété littéraire, présentées à la commission nommée par le roi pour l'examen préparatoire du projet tendant à améliorer... la législation actuelle sur les droits des auteurs et de leurs héritiers... par M. Auger,... // Encore un mot, seconde satire, par M. Baour-Lormian,... pour faire suite à la première satire du même auteur : “Le Classique et le romantique” // Considérations pour servir à l'histoire du développement moral et littéraire des nations , par Joseph Bard (de la Côte d'or),... // M. Casimir Delavigne cité au tribunal de la raison, de la langue et du goût, ou Critique raisonnée, grammaticale et littéraire de sa Messénienne sur Lord Byron . Par J.-N. Blondin,... // Mélanges littéraires // Oeuvres complètes de M. le vicomte de Chateaubriand,.... Tome 21 // L'art poétique à l'usage du dix-neuvième siècle , poème posthume en cinq chants et en vers ; par Antoine Giguet // Épître à M. A sur l'état actuel de la littérature , par M. François Guide // Oeuvres complètes de Sir Walter Scott. Tome 10 / traduction nouvelle	
Doumic, René (1860-1937)	641007	15	2.340068E-5	1947	Histoire de la littérature française (Nouvelle édition illustrée, entièrement remaniée par l'auteur...) / par René Doumic,...	
Virgile (0070-0019 av. J.-C.)	1692868	1	5.907135E-7	1825	L'Imagination. Tome 1 / , poëme par Jacques Delille. Deuxième édition accompagnée de notes historiques et littéraires (par d'Andrezel, L.-S. Auger, de Féletz, M.-G.-F.-A. Cte de Choiseul-Gouffier et de Sabran), et augmentée d'environ cinq cents vers nouveaux // L'Imagination. Edition 2,Tome 2 / , poëme par Jacques Delille. Deuxième édition accompagnée de notes historiques et littéraires (par d'Andrezel, L.-S. Auger, de Féletz, M.-G.-F.-A. Cte de Choiseul-Gouffier et de Sabran), et augmentée d'environ cinq cents vers nouveaux // Lycée, ou Cours de littérature ancienne et moderne. T. 12 / par J.-F. La Harpe // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 1 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 2 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 3 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 4 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction...	
Du Bos, Charles (1882-1939)	24813	0	0.0	1946	Grandeur et misère de Benjamin Constant / Charles du Bos	
Viennet, Jean-Pons-Guillaume (1777-1868)	1458578	4	2.742397E-6	1824	Recueil des discours prononcés dans la séance publique de l'Institut royal de France, le... 24 avril 1824 // « Notice sur la vie et les écrits de Chamfort » // Ébauches d’une poétique dramatique // Notes sur les fables de La Fontaine // Chants sur lord Byron , suivi d'une Adresse au Roi, par M. Damas-Hinard // Histoire littéraire d'Italie. T6 / par P.-L. Ginguené,... // Histoire littéraire d'Italie. T7 / par P.-L. Ginguené,... // Histoire littéraire d'Italie. T8 / par P.-L. Ginguené,... // Histoire littéraire d'Italie. T9 / par P.-L. Ginguené,... // Épître aux muses sur les romantiques, par M. J.-P.-G. Viennet	
Schöll, Maximilian Samson Friedrich (1766-1833)	2720631	3	1.1026854E-6	1823	Maximes de La Rochefoucauld . Nouvelle édition avec toutes les variantes, et une notice sur sa vie, par P.-R. Auguis // Étude littéraire sur la partie historique de Paul et Virginie , accompagnée de pièces officielles relatives au naufrage du vaisseau Le Saint-Géran ; par P.-É. Lemontey,... // Chefs-d'oeuvre du théâtre russe . Ozerof, Fon-Vizine, Krilof, Schakofskoi // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 1 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 2 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 3 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 4 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 5 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 6 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 7 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 8,Edition 2 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell	
La Grange (1639?-1692)	21330	0	0.0	1682	Préface à l’édition des œuvres de Molière de 1682	
Duval, Alexandre (1767-1842)	205859	0	0.0	1833	Histoire poétique tirée des poètes français, avec un dictionnaire poétique. Édition revue et corrigée // De la langue et de la littérature sanscrite [par Eugène Burnouf.] Discours d'ouverture prononcé au collège de France // De la littérature dramatique : lettre à M. Victor Hugo / par M. Alexandre Duval,...	
Cubières-Palmézeaux, Michel de (1752-1820)	46545	0	0.0	1799	Les Trois Mots, satyres, par Louis-François Lormian,... // Le défenseur de la philosophie, ou Réponse à quelques satires dirigées contre la fin du XVIIIe siècle : satire / par un ami des arts, des lettres et des moeurs (M. de Cubières-Palmézeaux)	
Souvestre, Émile (1806-1854)	131457	0	0.0	1832	Oeuvres de Charles Nodier. T. 5 // Des arts comme puissance gouvernementale, et de la nouvelle constitution à donner aux théâtres / par É. Souvestre	
Huet, Pierre-Daniel (1630-1721)	352876	0	0.0	1798	Notices pour servir à l'histoire des théâtres, lues à la troisième classe de l'Institut, par Cailhava,... // Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière // Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière // Traité de l'origine des romans , par Huet,... suivi d'observations et de jugemens sur les romans français, avec l'indication des meilleurs romans qui ont paru surtout pendant le XVIIIe siècle jusqu'à ce jour	
